Sample_Kit_ID,Sample_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_DO_percent_saturation,DO_percent_saturation_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_per_L_per_H,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Sample_Latitude,Sample_Longitude,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other
SSS004,SSS004-2,8/9/2022,1660062990,8:36:30,Pacific Standard Time (UTC-8),8.63,0.05,90.92,0.57,17.86,0.04,-25.44,1,N/A,N/A,5,2,0,2.153333333,46.6659,-120.8161,46.666,-120.8161,8:11:00,9:07:00,553257,7.82,James,Stegen,PNNL,james.stegen@pnnl.gov,S55,N/A,N/A,Washington,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),17.9,10,N/A,Low (5-30%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS004,SSS004-3,8/9/2022,1660062990,8:36:30,Pacific Standard Time (UTC-8),8.63,0.05,90.92,0.57,17.86,0.04,-19.4,1,N/A,N/A,5,2,0,1.643333333,46.6659,-120.8161,46.666,-120.8161,8:11:00,9:07:00,553257,7.82,James,Stegen,PNNL,james.stegen@pnnl.gov,S55,N/A,N/A,Washington,Overcast,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),17.9,10,N/A,Low (5-30%),Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS005,SSS005-1,8/9/2022,1660072470,11:14:30,Pacific Standard Time (UTC-8),9.41,0.06,98.43,0.75,17.54,0.04,-1.248,0.995,0.994,5.96E-04,120,8,0,8.466666667,46.5814,-120.4612,46.5814,-120.4612,10:49:00,11:45:00,257901,7.73,James,Stegen,PNNL,james.stegen@pnnl.gov,S57,N/A,N/A,Washington,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),17.66,5,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,No sediment latitude and longitude. Sediment samples were taken from under the bridge,N/A,N/A
SSS005,SSS005-2,8/9/2022,1660072470,11:14:30,Pacific Standard Time (UTC-8),9.41,0.06,98.43,0.75,17.54,0.04,-1.088,0.992,0.99,7.44E-04,N/A,8,0,8.88,46.5814,-120.4612,46.5814,-120.4612,10:49:00,11:45:00,257901,7.73,James,Stegen,PNNL,james.stegen@pnnl.gov,S57,N/A,N/A,Washington,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),17.66,5,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,No sediment latitude and longitude. Sediment samples were taken from under the bridge,N/A,N/A
SSS005,SSS005-3,8/9/2022,1660072470,11:14:30,Pacific Standard Time (UTC-8),9.41,0.06,98.43,0.75,17.54,0.04,-1.076,0.987,0.985,8.25E-04,120,8,0,8.51,46.5814,-120.4612,46.5814,-120.4612,10:49:00,11:45:00,257901,7.73,James,Stegen,PNNL,james.stegen@pnnl.gov,S57,N/A,N/A,Washington,Partly cloudy,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),17.66,5,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,No sediment latitude and longitude. Sediment samples were taken from under the bridge,N/A,N/A
SSS006,SSS006-1,8/9/2022,1660081470,13:44:30,Pacific Standard Time (UTC-8),9.74,0.15,105.93,1.7,19.43,0.02,-15.12,1,N/A,N/A,5,2,0,5.22,46.6218,-120.6206,46.6219,-120.6205,13:19:00,14:15:00,936810,8.59,James,Stegen,PNNL,james.stegen@pnnl.gov,S56,N/A,N/A,Washington,Overcast,Perennial,Shrub,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Sand,19.52,38,N/A,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS006,SSS006-2,8/9/2022,1660081470,13:44:30,Pacific Standard Time (UTC-8),9.74,0.15,105.93,1.7,19.43,0.02,-14.96,1,N/A,N/A,5,2,0,6.083333333,46.6218,-120.6206,46.6219,-120.6205,13:19:00,14:15:00,936810,8.59,James,Stegen,PNNL,james.stegen@pnnl.gov,S56,N/A,N/A,Washington,Overcast,Perennial,Shrub,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Sand,19.52,38,N/A,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS006,SSS006-3,8/9/2022,1660081470,13:44:30,Pacific Standard Time (UTC-8),9.74,0.15,105.93,1.7,19.43,0.02,-24.04,1,N/A,N/A,5,2,0,5.573333333,46.6218,-120.6206,46.6219,-120.6205,13:19:00,14:15:00,936810,8.59,James,Stegen,PNNL,james.stegen@pnnl.gov,S56,N/A,N/A,Washington,Overcast,Perennial,Shrub,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Sand,19.52,38,N/A,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS007,SSS007-1,8/10/2022,1660144530,7:15:30,Pacific Standard Time (UTC-8),9.23,0.01,88.83,0.12,13.61,0.02,-1.532,0.986,0.984,0.001238428,120,8,0,8.89,46.6646,-121.1237,46.6646,-121.1236,6:50:00,7:46:00,165317,8.04,James,Stegen,PNNL,james.stegen@pnnl.gov,S53,N/A,N/A,Washington,Partly cloudy,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.63,9,N/A,Low (5-30%),None,Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS007,SSS007-2,8/10/2022,1660144530,7:15:30,Pacific Standard Time (UTC-8),9.23,0.01,88.83,0.12,13.61,0.02,-0.862,0.969,0.963,0.00105615,120,8,0,8.26,46.6646,-121.1237,46.6646,-121.1236,6:50:00,7:46:00,165317,8.04,James,Stegen,PNNL,james.stegen@pnnl.gov,S53,N/A,N/A,Washington,Partly cloudy,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.63,9,N/A,Low (5-30%),None,Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS007,SSS007-3,8/10/2022,1660144530,7:15:30,Pacific Standard Time (UTC-8),9.23,0.01,88.83,0.12,13.61,0.02,-2.136,0.997,0.997,9.22E-04,90,7,0,9.07,46.6646,-121.1237,46.6646,-121.1236,6:50:00,7:46:00,165317,8.04,James,Stegen,PNNL,james.stegen@pnnl.gov,S53,N/A,N/A,Washington,Partly cloudy,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.63,9,N/A,Low (5-30%),None,Med (30-70%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS008,SSS008-1,8/10/2022,1660152030,9:20:30,Pacific Standard Time (UTC-8),8.95,0.01,85.27,0.12,13.16,0.04,-6.52,1,N/A,N/A,5,2,0,0.546666667,46.6592,-121.0893,46.6592,-121.0893,8:51:00,9:47:00,718228,7.76,James,Stegen,PNNL,james.stegen@pnnl.gov,S52,N/A,N/A,Washington,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),13.29,13,N/A,Med (30-70%),Med (30-70%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS008,SSS008-2,8/10/2022,1660152030,9:20:30,Pacific Standard Time (UTC-8),8.95,0.01,85.27,0.12,13.16,0.04,-0.28,1,N/A,N/A,5,2,0,0.033333333,46.6592,-121.0893,46.6592,-121.0893,8:51:00,9:47:00,718228,7.76,James,Stegen,PNNL,james.stegen@pnnl.gov,S52,N/A,N/A,Washington,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),13.29,13,N/A,Med (30-70%),Med (30-70%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS008,SSS008-3,8/10/2022,1660152030,9:20:30,Pacific Standard Time (UTC-8),8.95,0.01,85.27,0.12,13.16,0.04,-2.8,1,N/A,N/A,5,2,0,0.233333333,46.6592,-121.0893,46.6592,-121.0893,8:51:00,9:47:00,718228,7.76,James,Stegen,PNNL,james.stegen@pnnl.gov,S52,N/A,N/A,Washington,Partly cloudy,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),13.29,13,N/A,Med (30-70%),Med (30-70%),None,1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS009,SSS009-1,8/10/2022,1660158870,11:14:30,Pacific Standard Time (UTC-8),8.97,0.06,87.47,0.08,14.2,0.3,-0.553,0.978,0.974,6.12E-04,97,7,1,8.716666667,46.6168,-121.1511,46.6165,-121.151,10:49:00,11:45:00,665955,7.85,James,Stegen,PNNL,james.stegen@pnnl.gov,S45,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),14.98,35,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS009,SSS009-2,8/10/2022,1660158870,11:14:30,Pacific Standard Time (UTC-8),8.97,0.06,87.47,0.08,14.2,0.3,-0.612,0.932,0.915,0.001379413,60,6,2,8.09,46.6168,-121.1511,46.6165,-121.151,10:49:00,11:45:00,665955,7.85,James,Stegen,PNNL,james.stegen@pnnl.gov,S45,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),14.98,35,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS009,SSS009-3,8/10/2022,1660158870,11:14:30,Pacific Standard Time (UTC-8),8.97,0.06,87.47,0.08,14.2,0.3,-0.811,0.992,0.991,5.91E-04,62,6,2,8.776666667,46.6168,-121.1511,46.6165,-121.151,10:49:00,11:45:00,665955,7.85,James,Stegen,PNNL,james.stegen@pnnl.gov,S45,N/A,N/A,Washington,Sunny,Perennial,"Needleleaf evergreen tree, Broadleaf deciduous tree",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),14.98,35,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS010,SSS010-1,8/11/2022,1660230270,7:04:30,Pacific Standard Time (UTC-8),9.25,0.02,88.98,0.18,13.61,0.01,-1.122,0.992,0.991,6.75E-04,120,8,0,8.293333333,46.8095,-121.0675,46.8095,-121.0675,6:39:00,7:35:00,293065,8,James,Stegen,PNNL,james.stegen@pnnl.gov,S10,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.64,5,N/A,Low (5-30%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS010,SSS010-2,8/11/2022,1660230270,7:04:30,Pacific Standard Time (UTC-8),9.25,0.02,88.98,0.18,13.61,0.01,-1.213,0.997,0.996,4.87E-04,120,8,0,8.59,46.8095,-121.0675,46.8095,-121.0675,6:39:00,7:35:00,293065,8,James,Stegen,PNNL,james.stegen@pnnl.gov,S10,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.64,5,N/A,Low (5-30%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS010,SSS010-3,8/11/2022,1660230270,7:04:30,Pacific Standard Time (UTC-8),9.25,0.02,88.98,0.18,13.61,0.01,-1.173,0.989,0.987,8.50E-04,120,8,0,8.173333333,46.8095,-121.0675,46.8095,-121.0675,6:39:00,7:35:00,293065,8,James,Stegen,PNNL,james.stegen@pnnl.gov,S10,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.64,5,N/A,Low (5-30%),None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS011,SSS011-1,8/11/2022,1660234050,8:07:30,Pacific Standard Time (UTC-8),9.48,0.01,89.11,0.14,12.59,0.08,-3.061,0.975,0.968,0.004118405,60,6,0,7.773333333,46.8099,-121.0672,46.8099,-121.0672,7:42:00,8:38:00,194049,7.79,James,Stegen,PNNL,james.stegen@pnnl.gov,S04,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.3,8,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS011,SSS011-2,8/11/2022,1660234050,8:07:30,Pacific Standard Time (UTC-8),9.48,0.01,89.11,0.14,12.59,0.08,-2.677,0.986,0.983,0.00240394,90,7,0,8.116666667,46.8099,-121.0672,46.8099,-121.0672,7:42:00,8:38:00,194049,7.79,James,Stegen,PNNL,james.stegen@pnnl.gov,S04,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.3,8,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS011,SSS011-3,8/11/2022,1660234050,8:07:30,Pacific Standard Time (UTC-8),9.48,0.01,89.11,0.14,12.59,0.08,-2.925,0.996,0.996,0.001323205,90,7,0,7.866666667,46.8099,-121.0672,46.8099,-121.0672,7:42:00,8:38:00,194049,7.79,James,Stegen,PNNL,james.stegen@pnnl.gov,S04,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.3,8,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS012,SSS012-1,8/11/2022,1660245810,11:23:30,Pacific Standard Time (UTC-8),9.42,0.04,101.88,0.23,19.15,0.21,-9.209,0.999,0.999,0.003162499,17,4,0,6.616666667,46.7521,-120.8178,46.7521,-120.8178,10:58:00,11:54:00,92070,8.22,James,Stegen,PNNL,james.stegen@pnnl.gov,S50P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),19.47,4,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,Very little sediment.,N/A,N/A
SSS012,SSS012-2,8/11/2022,1660245810,11:23:30,Pacific Standard Time (UTC-8),9.42,0.04,101.88,0.23,19.15,0.21,-14.386,0.907,0.875,0.044425054,30,5,0,6.886666667,46.7521,-120.8178,46.7521,-120.8178,10:58:00,11:54:00,92070,8.22,James,Stegen,PNNL,james.stegen@pnnl.gov,S50P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),19.47,4,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,Very little sediment.,N/A,N/A
SSS012,SSS012-3,8/11/2022,1660245810,11:23:30,Pacific Standard Time (UTC-8),9.42,0.04,101.88,0.23,19.15,0.21,-3.352,0.981,0.972,0.005468292,15,4,1,7.406666667,46.7521,-120.8178,46.7521,-120.8178,10:58:00,11:54:00,92070,8.22,James,Stegen,PNNL,james.stegen@pnnl.gov,S50P,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),19.47,4,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,Very little sediment.,N/A,N/A
SSS013,SSS013-1,8/8/2022,1659973770,7:49:30,Pacific Standard Time (UTC-8),7.99,0.18,92.23,2.26,22.45,0.08,-4.624,0.999,0.999,0.001478738,15,4,3,8.35,46.2554,-119.474,46.2554,-119.474,7:24:00,8:20:00,443657,8.19,James,Stegen,PNNL,james.stegen@pnnl.gov,T07,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),22.33,9.6,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS013,SSS013-2,8/8/2022,1659973770,7:49:30,Pacific Standard Time (UTC-8),7.99,0.18,92.23,2.26,22.45,0.08,-3.436,0.996,0.995,0.00185097,60,6,0,7.856666667,46.2554,-119.474,46.2554,-119.474,7:24:00,8:20:00,443657,8.19,James,Stegen,PNNL,james.stegen@pnnl.gov,T07,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),22.33,9.6,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS013,SSS013-3,8/8/2022,1659973770,7:49:30,Pacific Standard Time (UTC-8),7.99,0.18,92.23,2.26,22.45,0.08,-3.492,0.943,0.929,0.007145298,51,6,0,7.773333333,46.2554,-119.474,46.2554,-119.474,7:24:00,8:20:00,443657,8.19,James,Stegen,PNNL,james.stegen@pnnl.gov,T07,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel straight,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),22.33,9.6,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,N/A,N/A,N/A
SSS014,SSS014-1,8/8/2022,1659988020,11:47:00,Pacific Standard Time (UTC-8),10.54,0.21,121,2.67,22.19,0.1,-25.16,1,N/A,N/A,5,2,0,5.07,46.232,-119.9999,46.232,-119.9999,11:19:00,N/A,169228,8.22,James,Stegen,PNNL,james.stegen@pnnl.gov,T02,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.31,18,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,"Calm water, very murky with a lot of vegetation and macrophytes. Could not find sensors that day.",N/A,N/A
SSS014,SSS014-2,8/8/2022,1659988020,11:47:00,Pacific Standard Time (UTC-8),10.54,0.21,121,2.67,22.19,0.1,-3.68,1,N/A,N/A,5,2,0,0.306666667,46.232,-119.9999,46.232,-119.9999,11:19:00,N/A,169228,8.22,James,Stegen,PNNL,james.stegen@pnnl.gov,T02,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.31,18,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,"Calm water, very murky with a lot of vegetation and macrophytes. Could not find sensors that day.",N/A,N/A
SSS014,SSS014-3,8/8/2022,1659988020,11:47:00,Pacific Standard Time (UTC-8),10.54,0.21,121,2.67,22.19,0.1,-18.88,1,N/A,N/A,5,2,0,1.606666667,46.232,-119.9999,46.232,-119.9999,11:19:00,N/A,169228,8.22,James,Stegen,PNNL,james.stegen@pnnl.gov,T02,N/A,N/A,Washington,Sunny,Perennial,"Shrub, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),22.31,18,N/A,None,Low (5-30%),Low (5-30%),1-3 cm as described in the protocol,N/A,"Calm water, very murky with a lot of vegetation and macrophytes. Could not find sensors that day.",N/A,N/A
SSS015,SSS015-1,8/8/2022,1659998070,14:34:30,Pacific Standard Time (UTC-8),9.8,0.01,105.77,0.09,19.08,0.08,-3.863,0.772,0.695,0.020225233,46,5,0,7.773333333,46.5302,-120.4704,46.5302,-120.4704,14:09:00,15:05:00,284528,8.19,James,Stegen,PNNL,james.stegen@pnnl.gov,T03,N/A,N/A,Washington,Sunny,Perennial,"Broadleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Gravel/cobble (>2mm),19.18,10,N/A,None,None,Low (5-30%),1-3 cm as described in the protocol,N/A,"Lost chamber, swept away by river when no one was looking. Extra minidot and new bottle were used next day.",N/A,N/A
